,Age,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Work_accident,YearsInCurrentRole,YearsWithCurrManager,average_montly_hours,last_evaluation,number_project,satisfaction_level_Combined,YearsAtCompanyCombied,attrition_combined,salary_combined,BusinessTravel_numerical,Gender_numerical,EducationField_numerical,MaritalStatus_numerical,OverTime_numerical,JobRole_numerical,department_combined,promotion_5_year_combined,MonthtlyRateNormalized
1170,27.0,2.0,4.0,3.0,1.0,2.0,13.0,3.0,3.0,0.0,6.0,0.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,4.0,4.0,0,0,2.0,1.0,2.0,0.0,0.0,1.0,2,1,0.0
1171,40.0,7.0,1.0,3.0,1.0,3.0,14.0,3.0,2.0,0.0,10.0,3.0,1.0,0.0,2.0,3.0,200.0,0.72,4.0,1.0,4.0,1,0,1.0,1.0,0.0,0.0,1.0,2.0,2,1,0.0
1172,29.0,10.0,3.0,2.0,2.0,9.0,11.0,3.0,3.0,0.0,8.0,2.0,3.0,0.0,2.0,4.0,200.0,0.72,4.0,3.0,5.0,0,2,1.0,1.0,2.0,0.0,0.0,0.0,1,1,4.0
1173,36.0,5.0,2.0,3.0,3.0,4.0,12.0,3.0,3.0,2.0,9.0,6.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,3.0,0,2,1.0,0.0,0.0,1.0,0.0,4.0,2,1,4.0
1174,25.0,2.0,4.0,4.0,2.0,1.0,17.0,3.0,3.0,2.0,7.0,6.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,3.0,7.0,0,2,2.0,1.0,0.0,2.0,0.0,3.0,2,1,0.0
1175,39.0,12.0,4.0,3.0,2.0,4.0,21.0,4.0,3.0,0.0,7.0,3.0,3.0,0.0,4.0,0.0,200.0,0.72,4.0,2.0,5.0,0,2,1.0,1.0,2.0,1.0,0.0,3.0,2,1,1.0
1176,49.0,22.0,1.0,3.0,4.0,3.0,16.0,3.0,2.0,2.0,27.0,2.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,4.0,0,2,1.0,0.0,1.0,1.0,0.0,7.0,2,1,0.0
1177,50.0,17.0,4.0,2.0,3.0,5.0,15.0,3.0,3.0,3.0,19.0,3.0,3.0,0.0,11.0,11.0,200.0,0.72,4.0,1.0,14.0,0,2,1.0,0.0,0.0,2.0,0.0,7.0,2,1,3.0
1178,20.0,2.0,3.0,3.0,1.0,1.0,19.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,2.0,0,1,1.0,0.0,2.0,0.0,0.0,6.0,1,1,2.0
1179,34.0,3.0,4.0,3.0,2.0,1.0,12.0,3.0,3.0,1.0,11.0,2.0,3.0,0.0,8.0,9.0,200.0,0.72,4.0,2.0,11.0,0,2,1.0,0.0,0.0,2.0,0.0,1.0,2,0,3.0
1180,36.0,7.0,1.0,3.0,1.0,2.0,11.0,3.0,3.0,0.0,15.0,4.0,3.0,0.0,3.0,3.0,200.0,0.72,4.0,2.0,4.0,0,0,1.0,1.0,0.0,0.0,0.0,2.0,2,1,1.0
1181,49.0,6.0,3.0,2.0,4.0,2.0,19.0,3.0,2.0,1.0,30.0,3.0,3.0,0.0,11.0,12.0,200.0,0.72,4.0,3.0,15.0,0,2,1.0,0.0,0.0,1.0,1.0,4.0,2,1,2.0
1182,36.0,1.0,4.0,2.0,2.0,0.0,15.0,3.0,3.0,0.0,4.0,6.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,3.0,0,1,0.0,0.0,2.0,1.0,0.0,3.0,2,1,2.0
1183,36.0,3.0,4.0,4.0,2.0,6.0,20.0,4.0,1.0,1.0,13.0,3.0,3.0,0.0,4.0,4.0,200.0,0.72,4.0,1.0,5.0,0,2,1.0,1.0,0.0,2.0,0.0,4.0,2,1,4.0
1184,54.0,22.0,2.0,3.0,4.0,3.0,25.0,4.0,3.0,1.0,36.0,6.0,3.0,0.0,8.0,7.0,200.0,0.72,4.0,3.0,10.0,0,2,1.0,0.0,2.0,1.0,0.0,5.0,2,1,3.0
1185,43.0,15.0,3.0,2.0,4.0,1.0,24.0,4.0,1.0,1.0,14.0,3.0,3.0,0.0,10.0,11.0,200.0,0.72,4.0,3.0,14.0,0,2,1.0,1.0,0.0,1.0,0.0,7.0,2,0,0.0
1186,35.0,12.0,4.0,3.0,2.0,3.0,24.0,4.0,1.0,0.0,13.0,2.0,4.0,0.0,9.0,7.0,200.0,0.72,4.0,4.0,11.0,1,1,2.0,1.0,1.0,0.0,1.0,0.0,1,0,1.0
1187,38.0,1.0,4.0,3.0,2.0,7.0,15.0,3.0,4.0,2.0,19.0,4.0,4.0,0.0,11.0,9.0,200.0,0.72,4.0,4.0,13.0,0,1,2.0,1.0,0.0,1.0,0.0,1.0,2,1,1.0
1188,29.0,5.0,1.0,2.0,2.0,1.0,13.0,3.0,2.0,1.0,10.0,3.0,2.0,0.0,0.0,9.0,200.0,0.72,4.0,2.0,10.0,0,1,1.0,1.0,2.0,2.0,1.0,0.0,1,1,0.0
1189,33.0,2.0,4.0,3.0,2.0,1.0,14.0,3.0,3.0,2.0,6.0,5.0,3.0,0.0,2.0,4.0,200.0,0.72,4.0,4.0,6.0,0,2,1.0,1.0,2.0,2.0,0.0,0.0,1,1,0.0
1190,32.0,2.0,4.0,3.0,2.0,0.0,13.0,3.0,3.0,2.0,10.0,4.0,2.0,0.0,5.0,6.0,200.0,0.72,4.0,2.0,9.0,0,2,1.0,1.0,2.0,2.0,0.0,1.0,2,1,4.0
1191,31.0,5.0,1.0,3.0,2.0,1.0,11.0,3.0,1.0,2.0,10.0,2.0,3.0,0.0,0.0,2.0,200.0,0.72,4.0,4.0,10.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0,1,1,4.0
1192,49.0,16.0,4.0,3.0,1.0,4.0,16.0,3.0,2.0,1.0,17.0,2.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,2.0,0,0,1.0,0.0,2.0,2.0,1.0,2.0,2,1,4.0
1193,38.0,2.0,4.0,2.0,1.0,1.0,22.0,4.0,2.0,0.0,4.0,3.0,3.0,0.0,3.0,3.0,200.0,0.72,4.0,2.0,4.0,0,0,2.0,0.0,2.0,0.0,0.0,2.0,2,1,4.0
1194,47.0,2.0,2.0,4.0,4.0,6.0,14.0,3.0,3.0,3.0,29.0,2.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,3.0,0,2,1.0,0.0,0.0,2.0,0.0,5.0,1,1,3.0
1195,49.0,1.0,3.0,3.0,4.0,4.0,14.0,3.0,1.0,0.0,23.0,2.0,3.0,0.0,7.0,0.0,200.0,0.72,4.0,3.0,8.0,0,2,1.0,1.0,0.0,0.0,0.0,5.0,2,1,4.0
1196,41.0,23.0,4.0,3.0,3.0,3.0,16.0,3.0,4.0,0.0,21.0,2.0,3.0,0.0,0.0,2.0,200.0,0.72,4.0,3.0,2.0,0,2,1.0,1.0,0.0,0.0,1.0,0.0,1,1,2.0
1197,20.0,9.0,4.0,3.0,1.0,1.0,11.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,2.0,0,1,1.0,1.0,0.0,0.0,0.0,6.0,1,1,3.0
1198,33.0,16.0,3.0,3.0,2.0,1.0,25.0,4.0,3.0,1.0,7.0,2.0,3.0,0.0,5.0,2.0,200.0,0.72,4.0,4.0,6.0,0,2,0.0,0.0,0.0,2.0,1.0,0.0,1,1,2.0
1199,36.0,26.0,1.0,3.0,2.0,6.0,14.0,3.0,2.0,2.0,10.0,2.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,3.0,0,2,1.0,1.0,0.0,1.0,0.0,4.0,2,1,1.0
1200,44.0,1.0,3.0,3.0,1.0,4.0,18.0,3.0,1.0,3.0,8.0,2.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,4.0,2.0,0,1,1.0,0.0,0.0,2.0,1.0,8.0,3,1,0.0
1201,23.0,8.0,4.0,2.0,1.0,1.0,11.0,3.0,1.0,0.0,5.0,2.0,3.0,0.0,4.0,2.0,200.0,0.72,4.0,3.0,5.0,1,1,1.0,1.0,2.0,0.0,1.0,2.0,2,1,3.0
1202,38.0,4.0,4.0,3.0,1.0,7.0,19.0,3.0,4.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,0.0,0,1,1.0,0.0,2.0,1.0,0.0,2.0,2,1,4.0
1203,53.0,24.0,2.0,4.0,3.0,3.0,15.0,3.0,3.0,0.0,11.0,2.0,3.0,0.0,3.0,2.0,200.0,0.72,4.0,4.0,4.0,0,2,1.0,1.0,2.0,1.0,0.0,4.0,2,1,0.0
1204,48.0,7.0,4.0,3.0,1.0,2.0,11.0,3.0,3.0,2.0,19.0,3.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,3.0,9.0,1,1,2.0,0.0,2.0,1.0,1.0,6.0,1,0,2.0
1205,32.0,2.0,4.0,3.0,1.0,1.0,12.0,3.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,1,0,1.0,1.0,0.0,0.0,0.0,2.0,2,1,4.0
1206,26.0,7.0,4.0,3.0,1.0,1.0,20.0,4.0,3.0,0.0,7.0,5.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,7.0,0,0,0.0,1.0,2.0,0.0,0.0,2.0,2,1,2.0
1207,55.0,22.0,1.0,2.0,1.0,5.0,12.0,3.0,4.0,1.0,8.0,1.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,4.0,0,1,1.0,1.0,4.0,2.0,0.0,1.0,2,1,4.0
1208,34.0,5.0,2.0,2.0,2.0,1.0,14.0,3.0,3.0,1.0,15.0,3.0,4.0,0.0,10.0,13.0,200.0,0.72,4.0,4.0,15.0,0,1,1.0,1.0,2.0,1.0,0.0,2.0,2,1,2.0
1209,60.0,1.0,3.0,1.0,3.0,3.0,20.0,4.0,3.0,1.0,19.0,2.0,4.0,0.0,0.0,0.0,200.0,0.72,4.0,4.0,1.0,0,2,1.0,1.0,2.0,2.0,0.0,4.0,2,1,3.0
1210,33.0,21.0,2.0,4.0,1.0,1.0,18.0,3.0,4.0,3.0,14.0,6.0,3.0,0.0,11.0,13.0,200.0,0.72,4.0,2.0,14.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,1,2.0
1211,37.0,1.0,3.0,1.0,2.0,1.0,14.0,3.0,3.0,2.0,6.0,2.0,2.0,0.0,3.0,3.0,200.0,0.72,4.0,4.0,6.0,0,2,2.0,1.0,2.0,2.0,0.0,0.0,1,1,1.0
1212,34.0,19.0,2.0,2.0,1.0,1.0,12.0,3.0,2.0,0.0,10.0,3.0,3.0,0.0,9.0,7.0,200.0,0.72,4.0,4.0,10.0,0,1,1.0,0.0,0.0,1.0,0.0,1.0,2,0,3.0
1213,23.0,7.0,3.0,3.0,1.0,1.0,21.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,4.0,3.0,1,0,1.0,1.0,0.0,2.0,1.0,6.0,1,1,4.0
1214,44.0,2.0,3.0,4.0,3.0,1.0,19.0,3.0,2.0,1.0,9.0,2.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,8.0,0,2,1.0,0.0,0.0,1.0,1.0,4.0,2,0,2.0
1215,35.0,2.0,1.0,2.0,1.0,0.0,14.0,3.0,3.0,0.0,6.0,2.0,4.0,0.0,4.0,4.0,200.0,0.72,4.0,4.0,5.0,0,1,2.0,1.0,2.0,0.0,1.0,1.0,2,1,2.0
1216,43.0,2.0,4.0,3.0,2.0,1.0,17.0,3.0,1.0,1.0,10.0,3.0,3.0,0.0,9.0,8.0,200.0,0.72,4.0,4.0,10.0,0,2,1.0,1.0,2.0,1.0,1.0,0.0,1,0,0.0
1217,24.0,9.0,3.0,4.0,1.0,1.0,16.0,3.0,4.0,1.0,5.0,1.0,3.0,0.0,3.0,4.0,200.0,0.72,4.0,3.0,5.0,0,1,1.0,1.0,2.0,1.0,0.0,1.0,2,1,3.0
1218,41.0,6.0,4.0,3.0,3.0,1.0,12.0,3.0,2.0,0.0,10.0,3.0,3.0,0.0,8.0,7.0,200.0,0.72,4.0,3.0,10.0,0,2,1.0,1.0,3.0,0.0,0.0,0.0,1,0,2.0
1219,29.0,9.0,4.0,3.0,1.0,9.0,17.0,3.0,3.0,1.0,9.0,2.0,3.0,0.0,3.0,2.0,200.0,0.72,4.0,3.0,5.0,0,1,1.0,0.0,2.0,1.0,0.0,2.0,2,1,4.0
1220,36.0,2.0,3.0,3.0,2.0,3.0,15.0,3.0,3.0,0.0,17.0,2.0,2.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,13.0,0,1,1.0,0.0,0.0,0.0,0.0,6.0,1,0,1.0
1221,45.0,1.0,3.0,2.0,3.0,3.0,23.0,4.0,4.0,1.0,25.0,3.0,2.0,0.0,15.0,4.0,200.0,0.72,4.0,3.0,23.0,0,2,0.0,1.0,0.0,1.0,0.0,4.0,2,0,0.0
1222,24.0,22.0,4.0,1.0,1.0,1.0,11.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,1,0,1.0,1.0,5.0,1.0,0.0,8.0,3,1,1.0
1223,47.0,9.0,3.0,1.0,4.0,7.0,11.0,3.0,3.0,0.0,25.0,3.0,1.0,0.0,5.0,10.0,200.0,0.72,4.0,3.0,23.0,1,2,2.0,1.0,0.0,1.0,0.0,0.0,1,0,4.0
1224,26.0,17.0,4.0,1.0,1.0,1.0,15.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,3.0,0,0,1.0,1.0,2.0,1.0,0.0,2.0,2,1,0.0
1225,45.0,28.0,4.0,2.0,4.0,1.0,11.0,3.0,3.0,0.0,21.0,2.0,3.0,0.0,6.0,6.0,200.0,0.72,4.0,2.0,21.0,0,2,1.0,0.0,4.0,0.0,0.0,7.0,2,0,3.0
1226,32.0,10.0,1.0,3.0,1.0,6.0,13.0,3.0,1.0,1.0,10.0,3.0,2.0,0.0,2.0,3.0,200.0,0.72,4.0,3.0,5.0,0,1,2.0,1.0,0.0,1.0,0.0,1.0,2,1,3.0
1227,31.0,2.0,2.0,3.0,1.0,1.0,14.0,3.0,4.0,1.0,6.0,2.0,4.0,0.0,2.0,3.0,200.0,0.72,4.0,3.0,5.0,0,1,1.0,1.0,0.0,1.0,0.0,2.0,2,1,3.0
1228,41.0,4.0,3.0,1.0,2.0,6.0,19.0,3.0,2.0,1.0,10.0,4.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,3.0,0,2,0.0,1.0,5.0,1.0,0.0,8.0,3,1,3.0
1229,40.0,8.0,2.0,3.0,2.0,2.0,16.0,3.0,2.0,1.0,18.0,3.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,0,2,1.0,0.0,0.0,1.0,1.0,3.0,2,1,0.0
1230,24.0,29.0,2.0,3.0,1.0,1.0,13.0,3.0,2.0,3.0,6.0,2.0,4.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,6.0,0,1,1.0,1.0,2.0,2.0,0.0,2.0,2,1,0.0
1231,46.0,13.0,3.0,3.0,2.0,6.0,14.0,3.0,4.0,0.0,19.0,3.0,3.0,0.0,7.0,9.0,200.0,0.72,4.0,2.0,10.0,0,2,1.0,1.0,0.0,0.0,0.0,4.0,2,1,1.0
1232,35.0,27.0,4.0,3.0,2.0,2.0,16.0,3.0,2.0,1.0,17.0,3.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,3.0,7.0,0,2,1.0,1.0,0.0,1.0,0.0,3.0,2,1,0.0
1233,30.0,16.0,2.0,3.0,1.0,1.0,12.0,3.0,2.0,1.0,10.0,2.0,2.0,0.0,0.0,8.0,200.0,0.72,4.0,4.0,10.0,0,1,1.0,1.0,0.0,1.0,0.0,1.0,2,1,0.0
1234,47.0,2.0,3.0,3.0,2.0,7.0,11.0,3.0,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,0,1,0.0,1.0,3.0,1.0,0.0,0.0,1,1,0.0
1235,46.0,2.0,3.0,3.0,3.0,4.0,12.0,3.0,2.0,1.0,13.0,5.0,2.0,0.0,6.0,3.0,200.0,0.72,4.0,4.0,10.0,0,2,1.0,1.0,0.0,2.0,1.0,0.0,1,1,0.0
1236,36.0,13.0,2.0,2.0,2.0,5.0,13.0,3.0,2.0,3.0,16.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,1.0,2.0,1,2,1.0,1.0,3.0,2.0,1.0,0.0,1,1,1.0
1237,32.0,1.0,1.0,1.0,2.0,6.0,15.0,3.0,2.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,0.0,1,2,1.0,1.0,0.0,0.0,0.0,0.0,1,1,2.0
1238,23.0,4.0,3.0,3.0,1.0,1.0,13.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,3.0,0,1,1.0,0.0,2.0,0.0,0.0,2.0,2,1,2.0
1239,31.0,24.0,4.0,3.0,2.0,2.0,20.0,4.0,4.0,0.0,9.0,3.0,2.0,0.0,4.0,4.0,200.0,0.72,4.0,4.0,5.0,0,2,2.0,0.0,4.0,0.0,0.0,3.0,2,1,0.0
1240,39.0,1.0,4.0,3.0,2.0,1.0,15.0,3.0,4.0,1.0,9.0,2.0,3.0,0.0,8.0,8.0,200.0,0.72,4.0,4.0,9.0,0,2,0.0,1.0,0.0,1.0,1.0,2.0,2,1,1.0
1241,32.0,19.0,4.0,1.0,3.0,3.0,13.0,3.0,3.0,1.0,10.0,2.0,1.0,0.0,3.0,2.0,200.0,0.72,4.0,3.0,4.0,0,2,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0.0
1242,40.0,7.0,2.0,3.0,5.0,1.0,14.0,3.0,2.0,0.0,21.0,3.0,2.0,0.0,8.0,8.0,200.0,0.72,4.0,2.0,21.0,0,2,1.0,1.0,2.0,0.0,0.0,5.0,1,0,0.0
1243,45.0,4.0,3.0,1.0,3.0,4.0,21.0,4.0,3.0,2.0,9.0,2.0,4.0,0.0,0.0,3.0,200.0,0.72,4.0,3.0,5.0,0,2,1.0,0.0,0.0,1.0,0.0,8.0,3,1,0.0
1244,30.0,2.0,4.0,2.0,1.0,0.0,16.0,3.0,4.0,0.0,10.0,2.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,1.0,9.0,0,1,2.0,0.0,4.0,0.0,0.0,1.0,2,1,4.0
1245,24.0,10.0,1.0,3.0,1.0,0.0,14.0,3.0,4.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,200.0,0.72,4.0,4.0,2.0,0,0,2.0,1.0,2.0,1.0,0.0,8.0,3,1,0.0
1246,30.0,8.0,3.0,2.0,1.0,6.0,11.0,3.0,3.0,1.0,6.0,0.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,4.0,4.0,1,0,2.0,0.0,5.0,2.0,0.0,8.0,3,1,1.0
1247,31.0,5.0,1.0,3.0,2.0,1.0,19.0,3.0,3.0,1.0,6.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,5.0,0,2,1.0,1.0,4.0,1.0,0.0,0.0,1,1,3.0
1248,27.0,8.0,3.0,3.0,1.0,1.0,11.0,3.0,3.0,0.0,6.0,5.0,2.0,0.0,2.0,4.0,200.0,0.72,4.0,4.0,6.0,0,1,1.0,0.0,2.0,0.0,0.0,1.0,2,1,0.0
1249,29.0,9.0,2.0,1.0,1.0,1.0,13.0,3.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,2.0,2.0,1,1,1.0,0.0,3.0,0.0,0.0,6.0,1,1,2.0
1250,29.0,1.0,4.0,4.0,2.0,8.0,12.0,3.0,4.0,0.0,10.0,5.0,4.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,3.0,0,2,2.0,1.0,0.0,0.0,1.0,4.0,2,1,4.0
1251,30.0,15.0,3.0,2.0,3.0,2.0,11.0,3.0,1.0,1.0,12.0,2.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,1.0,7.0,0,2,1.0,1.0,3.0,2.0,0.0,0.0,1,1,0.0
1252,34.0,2.0,4.0,4.0,1.0,0.0,14.0,3.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,2.0,200.0,0.72,4.0,4.0,5.0,0,1,1.0,1.0,2.0,1.0,1.0,1.0,2,1,0.0
1253,33.0,2.0,4.0,3.0,2.0,8.0,15.0,3.0,4.0,0.0,13.0,2.0,2.0,0.0,7.0,7.0,200.0,0.72,4.0,2.0,11.0,0,2,0.0,0.0,3.0,0.0,0.0,0.0,1,1,1.0
1254,49.0,11.0,4.0,3.0,2.0,3.0,12.0,3.0,3.0,0.0,8.0,1.0,4.0,0.0,1.0,4.0,200.0,0.72,4.0,4.0,5.0,0,1,1.0,0.0,3.0,0.0,0.0,0.0,1,1,1.0
1255,33.0,16.0,1.0,3.0,3.0,2.0,20.0,4.0,3.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,0.0,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0
1256,38.0,2.0,3.0,2.0,1.0,4.0,14.0,3.0,2.0,1.0,9.0,4.0,2.0,0.0,1.0,5.0,200.0,0.72,4.0,2.0,6.0,0,0,2.0,0.0,2.0,1.0,0.0,2.0,2,1,2.0
1257,31.0,16.0,1.0,3.0,3.0,2.0,13.0,3.0,1.0,3.0,10.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,1,2,1.0,1.0,3.0,1.0,0.0,0.0,1,1,3.0
1258,29.0,4.0,4.0,2.0,1.0,1.0,13.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,0,0,1.0,0.0,4.0,2.0,0.0,1.0,2,1,1.0
1259,30.0,16.0,3.0,4.0,2.0,3.0,16.0,3.0,3.0,1.0,10.0,3.0,3.0,0.0,0.0,7.0,200.0,0.72,4.0,3.0,7.0,0,2,1.0,1.0,0.0,1.0,0.0,4.0,2,1,1.0
1260,32.0,5.0,2.0,3.0,1.0,2.0,14.0,3.0,2.0,0.0,12.0,3.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,2.0,7.0,0,1,0.0,1.0,4.0,0.0,0.0,1.0,2,1,3.0
1261,38.0,18.0,2.0,1.0,2.0,3.0,16.0,3.0,3.0,1.0,15.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,4.0,1.0,0,2,1.0,1.0,2.0,1.0,1.0,4.0,2,1,4.0
1262,43.0,17.0,3.0,2.0,1.0,9.0,16.0,3.0,4.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,3.0,1.0,1,0,2.0,1.0,4.0,1.0,1.0,1.0,2,1,2.0
1263,42.0,12.0,2.0,3.0,1.0,8.0,22.0,4.0,2.0,3.0,7.0,6.0,2.0,0.0,3.0,4.0,200.0,0.72,4.0,2.0,5.0,0,1,1.0,1.0,2.0,2.0,0.0,2.0,2,1,1.0
1264,55.0,2.0,3.0,2.0,5.0,8.0,12.0,3.0,2.0,3.0,34.0,2.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,0,2,1.0,1.0,2.0,1.0,0.0,7.0,2,1,3.0
1265,33.0,4.0,4.0,3.0,2.0,5.0,15.0,3.0,4.0,2.0,11.0,2.0,2.0,0.0,8.0,7.0,200.0,0.72,4.0,2.0,9.0,0,1,0.0,1.0,4.0,2.0,0.0,1.0,2,1,0.0
1266,41.0,9.0,3.0,3.0,1.0,1.0,20.0,4.0,2.0,2.0,5.0,2.0,3.0,0.0,3.0,4.0,200.0,0.72,4.0,1.0,5.0,0,0,1.0,1.0,0.0,2.0,0.0,2.0,2,1,3.0
1267,34.0,10.0,4.0,3.0,2.0,1.0,14.0,3.0,3.0,1.0,15.0,3.0,3.0,0.0,14.0,7.0,200.0,0.72,4.0,3.0,15.0,0,1,0.0,1.0,0.0,2.0,1.0,0.0,1,1,2.0
1268,53.0,1.0,1.0,2.0,4.0,4.0,20.0,4.0,4.0,3.0,27.0,2.0,2.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,3.0,0,2,0.0,0.0,2.0,1.0,1.0,3.0,2,1,4.0
1269,43.0,2.0,2.0,3.0,1.0,0.0,13.0,3.0,2.0,0.0,10.0,5.0,3.0,0.0,7.0,8.0,200.0,0.72,4.0,4.0,9.0,0,1,1.0,1.0,0.0,0.0,0.0,8.0,3,1,0.0
1270,34.0,3.0,4.0,1.0,2.0,5.0,12.0,3.0,1.0,0.0,6.0,3.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,4.0,2.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1,1,4.0
1271,21.0,7.0,2.0,3.0,1.0,1.0,13.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,2.0,1.0,1,1,1.0,1.0,3.0,0.0,0.0,6.0,1,1,0.0
1272,38.0,6.0,4.0,2.0,1.0,1.0,11.0,3.0,2.0,1.0,5.0,3.0,3.0,0.0,4.0,4.0,200.0,0.72,4.0,3.0,5.0,0,1,1.0,0.0,1.0,1.0,0.0,2.0,2,1,2.0
1273,22.0,8.0,3.0,3.0,1.0,1.0,17.0,3.0,3.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,200.0,0.72,4.0,1.0,1.0,1,0,1.0,0.0,2.0,1.0,1.0,2.0,2,1,2.0
1274,31.0,29.0,1.0,2.0,2.0,1.0,14.0,3.0,1.0,2.0,13.0,3.0,3.0,0.0,7.0,7.0,200.0,0.72,4.0,4.0,12.0,0,2,1.0,0.0,3.0,1.0,0.0,0.0,1,1,2.0
1275,51.0,3.0,1.0,3.0,3.0,2.0,11.0,3.0,4.0,0.0,15.0,2.0,3.0,0.0,2.0,2.0,200.0,0.72,4.0,3.0,2.0,0,2,1.0,0.0,4.0,1.0,0.0,5.0,2,1,4.0
1276,37.0,9.0,2.0,2.0,2.0,1.0,14.0,3.0,1.0,2.0,5.0,2.0,3.0,0.0,2.0,3.0,200.0,0.72,4.0,2.0,5.0,0,1,1.0,1.0,3.0,1.0,0.0,0.0,1,1,1.0
1277,46.0,2.0,3.0,3.0,5.0,7.0,17.0,3.0,3.0,1.0,24.0,3.0,3.0,0.0,1.0,2.0,200.0,0.72,4.0,4.0,2.0,0,2,1.0,1.0,2.0,2.0,1.0,7.0,2,1,2.0
1278,36.0,10.0,4.0,3.0,3.0,7.0,13.0,3.0,4.0,1.0,15.0,1.0,3.0,0.0,8.0,7.0,200.0,0.72,4.0,1.0,12.0,0,2,1.0,1.0,0.0,1.0,1.0,4.0,2,1,4.0
1279,44.0,1.0,3.0,3.0,1.0,1.0,12.0,3.0,3.0,3.0,6.0,2.0,2.0,0.0,3.0,3.0,200.0,0.72,4.0,2.0,5.0,1,0,2.0,1.0,2.0,2.0,1.0,1.0,2,1,1.0
1280,37.0,8.0,3.0,3.0,2.0,2.0,13.0,3.0,3.0,0.0,19.0,4.0,2.0,0.0,0.0,7.0,200.0,0.72,4.0,2.0,10.0,0,1,1.0,1.0,1.0,2.0,0.0,8.0,3,1,2.0
